speciesid | content
200003089 | On wet rocks or on tree trunks in forests; 100-2800 m. Anhui, Fujian, Guangdong, Guangxi, Guizhou, Hainan, Hunan, Jiangxi, Sichuan, Taiwan, Xizang, Yunnan, Zhejiang [Bhutan, N India, Japan, Malesia, Nepal, Sri Lanka, Vietnam; Australia].
200003089 | Crepidomanes latealatum is a widespread, variable species, especially in the form and size of the fronds; thus, many names have been proposed. No material of C. zayuense Ching & S. K. Wu (Fl. Xizang. 1: 51. 1983, from Zayü) has been seen by the present authors, but the description in the protologue suggests that it belongs within this species.
200003090 | 阔边假脉蕨 kuo bian jia mai jue 
200003090 | Trichomanes latemarginale D. C. Eaton, Proc. Amer. Acad. Arts 4: 111. 1858; Crepidomanes hainanense Ching; C. palmifolium (Hayata) De Vol; C. pinnatifidum Ching & P. S. Chiu; T. nanum Bosch (1863), not (Bory) Hooker (1844); T. palmifolium Hayata.
200003090 | Plants 1-3 cm tall. Rhizome brown or dark brown, 0.2-0.3 mm in diam., densely covered with short brown hairs. Stipes remote, 2-6 mm apart, brown, 1-10 mm, with short hairs at base, glabrous upward, narrowly winged at apex. Rachis dark brown, broadly or narrowly winged throughout, glabrous. Lamina 1-pinnate to bipinnatifid or digitate, narrowly linear to oblong-ovate or nearly fan-shaped, 0.5-2 × 0.4-1 cm, base cuneate, apex obtuse or truncate to acuminate; ultimate segments 1-3 mm apart, alternate, simple or forked, linear-oblong, 2-10 × 0.4-2 mm, membranous and semitransparent, glabrous, margin entire or slightly wavy, apex obtuse. Veins dichotomous, dark brown, slightly raised on each surface, glabrous, with a single veinlet, false veinlets marginal, continuous, with 2 rows of marginal cells outside false veinlets, with 1 or 2 rows of false veinlets present. Sori terminal on long lobes or apical on short acroscopic segments; involucres ca. 1.2 × 1 mm, broadly winged, tubular or urn-shaped with bilabiate mouth, mouth dilated; receptacles projecting, dark brown, slender, 2-3 mm. 2n = 108.
200003090 | On muddy or moss-covered rocks in mixed or evergreen forests; low elevations to 2000 m. Fujian, Guangdong, Hainan, Hunan, Taiwan, SE Yunnan [India (Andaman Islands, Assam), Japan (Ryukyu Islands), Malaysia, Thailand, Vietnam].
242315373 | 团扇蕨 tuan shan jue 
242315373 | Trichomanes minutum Blume, Enum. Pl. Javae 2: 223. 1828; Gonocormus australis Ching; G. matthewii (Christ) Ching; G. minutus (Blume) Bosch; G. prolifer (Blume) Prantl; T. matthewii Christ; T. proliferum Blume; T. saxifragoides C. Presl.
242315373 | Plants up to 5 cm. Rhizome dark brown or black, filiform, 0.2-0.3 mm in diam., densely covered with reddish brown or dark brown short hairs, irregularly branching. Stipes remote, 3-12 mm apart, dark brown to dark green, filiform, 1-10 mm, densely hairy at base, subglabrous upward. Lamina flabellate or ovate, 1-2 × 0.5-1.5 cm, base cordate or cuneate; ultimate segments linear, 1.5-8 × 0.3-2 mm, margin entire, apex obtuse. Sori terminal on lobes; involucres funnelform or bottle-shaped, winged, dilated at mouth. 2n = 72, 108, 144.
242315373 | On muddy rocks in forests and valleys, or wet rocks near streams, on moss-covered tree trunks, in tropical evergreen forests; near sea level to 1600 m (in Taiwan). Anhui, Fujian, Guangdong, Guangxi, Guizhou, Hainan, Hunan, Jiangxi, Sichuan, Taiwan, Yunnan, Zhejiang [Bhutan, Cambodia, NE India, Indonesia, Japan, Korea, Malaysia, Nepal, Philippines, Russia (Siberia), Sri Lanka, Thailand, Vietnam; Africa, Australia, Pacific islands (Melanesia, Micronesia, Polynesia)].
242315376 | 纤小单叶假脉蕨 xian xiao dan ye jia mai jue 
242315376 | Hymenophyllum parvifolium Baker, J. Linn. Soc., Bot. 9: 340. 1866; Microgonium parvifolium (Baker) Tagawa & K. Iwatsuki; Trichomanes parvifolium (Baker) Copeland.
242315376 | Rhizome ca. 0.2 mm in diam., densely covered with brownish hairs. Stipe less than 3 mm, with caducous hairs like those on rhizome, winged only at apex. Lamina cuneate or oval, small, 0.5-2.5 cm, less than 0.5 cm wide, with a simple distinct vein, margin wavy, apex rounded or obtuse. Sori solitary, terminal on ultimate segment; involucre obconic or tubular, included, mouth dilated, entire at margin.
242315376 | On moss-covered rocks in forests. Guangxi, Yunnan [NE India, Myanmar, Nepal, Thailand].
250098243 | 石生假脉蕨 shi sheng jia mai jue 
250098243 | Trichomanes rupicola Raciborski, Pteridoph. Buitenzorg, 24. 1898; T. formosanum Y. Yabe.
250098243 | Rhizome long creeping, filiform, less than 0.1 mm in diam., densely covered with dark brownish hairs, thus appearing ca. 0.3 mm in diam. Stipe greenish, filiform, terete, very short, 1-3 mm, hairy or glabrescent. Fronds with up to 6 lobes, seemingly digitately arranged, or simple, simple fronds like lobes of multi-lobed fronds that are orbicular in outline, up to slightly more than 1 cm × 1 mm, base rounded to cuneate, apex rounded to obtuse; pinnae simple or at most forked, all lobes 1-veined; ultimate segments or simple fronds narrowly oblong to linear, up to nearly 1 cm × 2 mm, margin entire and flat, apex rounded or slightly notched; surface thin, pale green (green even on specimens after many years), nearly transparent; submarginal false veinlets usually obsolete, or sometimes present but interrupted and duplicated to next row, many oblique striae present. Sori at apices of ultimate lobes, solitary, campanulate; involucres with tuberous basal portion and dilated mouth, tuberous portion completely immersed in lobe apex, ca. 1.8 mm, ca. 0.7 mm in diam., broadly winged by lobes, or of same width as lobes, dilated mouth up to 1.7 mm in diam., ca. 0.5 mm in width; receptacles elongate, projecting from dilated mouth.
250098243 | Petrophilous on reverse slope of large boulders, often overhanging streams but above reach of floods, on moss-covered rocks in ravines, rarely on base of large trees; 100-400 m. SE Taiwan (Lan Yu) [Indonesia (Flores, Java), Philippines].
250098246 | 西藏瓶蕨 xi zang ping jue 
250098246 | Plants 3-5 cm tall. Rhizome ca. 0.5 mm in diam., densely covered with deep brown short hairs. Stipes remote, 0.8-2 cm apart, ca. 1 cm × 0.3 mm, wingless or narrowly winged. Lamina bipinnate, dark green, oblong-ovate, 2-4 × 1-1.8 cm, membranous, glabrous; pinnae 4-14 pairs, 1-1.4 cm × 3-4 mm, oblique; ultimate segments oblong, apex acuminate. Sori terminal on lobes; involucres obconical, narrowly winged, entire, apex broadly rounded, lips usually dilated; receptacles long projecting. 2n = 72, 108.
250098246 | On rocks or steep slopes in forests; 1800-2600 m. Guangxi, Guizhou, Taiwan, Xizang, Yunnan [Bhutan, Himalaya, N India, Japan, Nepal].
250098246 | The epithet has frequently been given as "schmidtianum" but this is not correct, as the original spelling was "schmidianum."
250098246 |                                   1
  Fronds up to 8 cm; segments more compactly placed.
   
  10a var. schmidianum
+
  Fronds more than 8 cm when fully mature; segments rather remote.
   
  10b var. latifrons
250098246 |                           
Lower TaxaCrepidomanes schmidianum var. latifrons  (Bosch) K. IwatsukiCrepidomanes schmidianum var. schmidianum  
250098246 | Lower Taxa
250098249 | 球杆毛蕨 qiu gan mao jue 
250098249 | Trichomanes thysanostomum Makino, Bot. Mag. (Tokyo) 13: 46. 1899; Cephalomanes thysanostomum (Makino) K. Iwatsuki; Nesopteris thysanostoma (Makino) Copeland.
250098249 | Plants 30-40 cm tall. Rhizome ca. 5 mm in diam.; hairs brown, multicellular, ca. 3 mm; rootlets wiry, blackish, rather thick. Stipe fuscous, columnar, 6-16 cm × 1-1.5 mm, firm, narrowly winged, with multicellular hairs at base; hairs dense, dark brown. Lamina ovate, 10-30 × 5-15 cm, base subcordate, apex acuminate; pinnae 10-12 pairs, closely spaced, somewhat imbricate to neighboring ones, alternate, ovate-oblong, 4-8 × 1.5-3 cm, oblique, apex acuminate; basal ones usually somewhat shortened; pinnules 8-10 pairs, closely spaced, alternate, spreading, subdeltoid-ovate, 1-2.5 × 1-1.5 cm, base unequally cuneate, apex obtuse; ultimate segments closely spaced, 0.3-0.5 mm wide, with a single veinlet, apex obtuse, straight or somewhat curved. Veins dichotomous, obviously raised on each surface, brown; lobes not constricted below base of involucres; mouth truncate, not dilated, ciliate; receptacles long projecting, brown, straight, up to 1 cm. 2n = 108, triploid.
250098249 | On wet shaded rocks or cliffs; 300-400 m. S and SE Taiwan [Japan (Ryukyu Islands), Philippines].
250098245 | 斐济假脉蕨 fei ji jia mai jue 
250098245 | Trichomanes vitiense Baker, J. Linn. Soc., Bot. 9: 338. 1866.
250098245 | Rhizome long creeping, very densely covered with blackish hairs, ca. 0.8 mm in diam. including hairs. Stipe filiform, very short, usually up to 5 mm, terete, naked except for hairy base. Fronds simple, forked, or at most with 4 digitately arranged lobes, when forked then with lobes similar to a simple frond, or in more-divided case with 3 or 4 lobes similar to each other; simple fronds or lobes of divided form narrowly oblong or ± quadrangular in outline, largest ones up to 2 cm × 7 mm, base rounded, margin entire and flat or undulate, apex rounded or more commonly notched, reddish brown in dried condition; costae (or veins) simple in simple fronds, or 1-veined in each lobe; forked fronds with 2 lobes similar to simple fronds, or just consisting of 2 simple fronds. Sori solitary at apices of lobes, campanulate; involucres with tuberous lower half and dilated mouth, tuberous portion immersed nearly halfway to frond apex, ca. 1.5 mm, ca. 0.8 mm in diam., distal dilated portion ca. 2.2 mm in diam., distinctly dilated, entire; receptacles elongate, long projecting from lips. 2n = 72.
250098245 | Epilithic on wet rocks in dense dark forests, or rarely epiphytic on tree trunks in mountain forests; 800-1300 m. S and SE Taiwan [Malesia; Australia, Pacific islands (Melanesia)].
250098255 | 叉脉单叶假脉蕨 cha mai dan ye jia mai jue 
250098255 | Microgonium bimarginatum Bosch, Hymenophyll. Javan. 7. 1861; Trichomanes bimarginatum (Bosch) Bosch.
250098255 | Plants 2-3 cm tall. Rhizome densely covered with dark brown multicellular hairs. Stipes 3-4 mm apart, 2-5 mm, densely hairy. Lamina oblong, oblong-ovate, or obovate, ca. 2 cm × 3-5 mm, membranous, glabrous, base cuneate, margin entire or ± crisped, apex rounded to obtuse. Veins pinnate, simple or forked, to margin of lamina; oblique false veinlets many, long, marginal ones continuous with a single row of marginal cells outside strand, joining ends of oblique ones. Sori 1-3 on apical part of frond, terminal on lateral veins; involucres tubular with dilated mouth, with expanded wings, somewhat bilabiate; receptacles projecting. 2n = 136.
250098255 | On moss-covered rocks or moss-covered tree trunks; 400-600 m. C, ?N, and SE Taiwan [S India, Japan (Ryukyu Islands), Malesia, Sri Lanka, Thailand; Australia, Pacific islands (Melanesia, Micronesia, Samoa)].
250098256 | 细柄单叶假脉蕨 xi bing dan ye jia mai jue 
250098256 | Microgonium motleyi Bosch, Hymenophyll. Javan. 5. 1861; M. beccarianum (Cesati) Copeland; Trichomanes beccarianum Cesati; T. motleyi (Bosch) Bosch.
250098256 | Plants small, less than 1 cm tall. Rhizome densely covered with dark brown multicellular hairs. Laminae 1-3 mm apart or closely spaced and slightly imbricate to neighboring ones, subsessile or on very short hairy stipes, brown and powdery when dry, ovate, oblong, or linear-oblong, 5-6 mm, membranous, with very fine radiating veins and a short main vein, marginal continuous veinlets absent, base broadly rounded and truncate, margin entire or rarely crisped, apex obtuse. Sori single, terminating segments; involucres usually protruding, tubular, ca. 2 mm. 2n = 68.
250098256 | Base of tree trunks in dense primary forests, also on moss-covered rocks; 100-400 m. S and SE Taiwan [Japan (Ryukyu Islands), Malesia, Myanmar, Sri Lanka, Thailand; Australia (Queensland), Pacific islands (Melanesia, Micronesia)].
250098258 | 盾形单叶假脉蕨 dun xing dan ye jia mai jue 
250098258 | Trichomanes tahitense Nadeaud, Énum. Pl. Tahiti, 18. 1873; Microgonium omphalodes Vieillard & E. Fournier; M. tahitense (Nadeaud) Tindale; T. omphalodes (Vieillard & E. Fournier) C. Christensen.
250098258 | Plants small, circular in outline. Rhizome densely covered with dark brown multicellular hairs, rootless. Laminae closely spaced, simple, sessile, peltate, directly on rhizome, subcircular in outline, 1-3 cm in diam., slightly crisped at margin or irregularly lobed to 1/3-2/3. Veins 2 or 3 times pinnately divided, or further dichotomously branching, finally lacking tracheids and becoming false veinlets; abaxial surface of fronds with many dark brown hairs along veins and false veins. Sori 1-5, sparsely terminal on true veins running to lamina margin, projecting from margin; involucres tubular with dilated mouth, 2-3 × ca. 2 mm, bilabiate; receptacles projecting, filiform. 2n = 68.
250098258 | On wet rocks or on tree trunks along streams in densely forested lowlands; 100-700 m. E, N, and S Taiwan [Indonesia (Java), Japan, Malesia, Vietnam; Australia, Pacific islands (Melanesia, Micronesia, Polynesia)].
250098254 | 毛边蕨 mao bian jue 
250098254 | Trichomanes wallii Thwaites in Ferguson, Ceylon Ferns, preface. 1880.
250098254 | Rhizome slender, ca. 0.1 mm in diam., densely hairy; hairs brown. Stipes remotely spaced, or fronds sessile or nearly so. Lamina simple, margin obscurely lobed at most 1/4 way to costae, oblong to linear-oblong, gradually narrowed downward, base subtruncate to cuneate, marginal hairs present, apex rounded to obtuse. Lateral veins simple or forked; false veinlets oblique, parallel to lateral veins, long, ending just within margin, without marginal veins. Sori solitary on apical part of frond; involucres tubular with dilated mouth, completely immersed in frond, 1.5-2 mm.
250098254 | On rocks in forests; ca. 500 m. Hainan [S Sri Lanka].
250098254 | Didymoglossum wallii was first recorded in China by W. M. Chu and H. G. Zhou (Acta Bot. Yunnan. 16: 125. 1994).
242325852 | 蕗蕨 lu jue 
242325852 | Hymenophyllum crispato-alatum Hayata; H. crispatum Hooker & Greville; H. flexile Makino; H. javanicum Sprengel var. badium (Hooker & Greville) C. B. Clarke; H. retusilobum Hayata; Mecodium badium (Hooker & Greville) Copeland; M. crispato-alatum (Hayata) Copeland; M. crispatum (Hooker & Greville) Copeland; M. flexile (Makino) Copeland; M. propinquum Ching & P. S. Chiu; M. tenuifrons Ching.
242325852 | Plants 10-30 cm tall. Rhizome brown, ca. 0.8 mm in diam., subglabrous, with sparse rootlets. Stipes remote, ca. 2 cm apart, brown or green-brown, 5-10 cm × ca. 1 mm, glabrous, winged nearly to base, wings flat to crisped. Rachis and costae broadly winged throughout, glabrous, slightly zigzag. Lamina bipinnate to tripinnatifid, lanceolate, ovate-lanceolate, or ovate, 10-15 × 4-6 cm, membranous, glabrous; pinnae 10-12 pairs, closely spaced, alternate, spreading, triangular-ovate to ovate, 1.5-4 × 1-2.5 cm, base unequally cuneate, apex obtuse; pinnules 3 or 4 pairs, closely spaced, alternate, sessile, spreading, oblong, 1-1.5 cm × 5-8 mm, base decurrent, apex obtuse; ultimate segments simple or forked, oblong to linear, 2-5 × 1-1.5 mm, with a single veinlet, margin entire, apex obtuse. Veins dichotomous, obviously raised on each surface, brown, glabrous. Sori apical on short acroscopic segments; involucres subcircular or ovate, bivalvate, entire or slightly serrate, lobes slightly constricted below base of involucre.
242325852 | On wet rocks near streams in forests, on moss-covered trunks of trees; 600-3000 m. Fujian, Guangdong, Guangxi, Guizhou, Hainan, Hubei, Jiangxi, Sichuan, Taiwan, Yunnan [Bhutan, India, Japan, Malesia, Nepal, Sri Lanka, Vietnam].
242325852 | The authors have not seen material of Hymenophyllum crispato-alatum f. remotipinnum Hayata (Icon. Pl. Formosan. 5: 257. 1915).
200003108 | 华东膜蕨 hua dong mo jue 
200003108 | Leptocionium barbatum Bosch, Ned. Kruidk. Arch. 5[3]: 416. 1863; Hymenophyllum denticulatum Swartz var. flaccidum (Bosch) C. B. Clarke; H. fastigiosum Christ; H. khasianum Baker; H. minutidenticulatum Ching & P. S. Chiu; H. okadai Masamune; H. omeiense Christ; H. oxyodon Baker; H. rufofibrillosum Ching & Z. Y. Liu; H. spicatum Christ; H. spinosum Ching; H. suprapaleaceum Ching; H. taiwanense De Vol (1975), not (Tagawa) C. V. Morton (1968); H. urofrons Ching & C. F. Zhang; H. whangshanense Ching & P. S. Chiu; L. flaccidum Bosch; Mecodium okadai (Masamune) Shieh.
